name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success
See the universe like you never have before,Search through the galaxy with precision from your very own home or anywhere you choose!,73900,30,-27.470453,153.026034,technology,space exploration,0,0
Planner That Works For All,"A planner that fits everyone's needs. It has tabs to fit it easily. Monthly, weekly and daily timed calendar, for DS companies, & more.",150,30,41.245915,-75.881307,publishing,calendars,0,0
Castle Bloods 2015  Halloween Season,"Welcome, due to your help, we got our new place last year. It still needs more work to make it all useable and to get ready for  2015",5500,32.40427083,40.148405,-79.887825,theater,immersive,0,0
Pix-It-Up,"A truly one-of-a-kind personalized puzzle. Build any portrait you want, as many times as you want, by arranging your magnetic pixels.",48000,30,47.166167,8.515495,games,puzzles,0,0
TitanStix,"Large, XL,&Titan sized joystick extensions that are customizable in both color and size,&design.Tighter fits & better quality!",15000,30,36.31344,-82.353473,games,gaming hardware,0,0
In The End,In The End is a dramatic film that unfolds the truth behind modern day relationships.,10000,30.04166667,49.282729,-123.120738,film & video,romance,0,0
DALLAS! Save DFC HQ,"Dallas, world, friends, and family, we have shown you what we can offer the community. Please support us so that we may continue!",1000,13.43679398,32.776664,-96.796988,dance,spaces,0,0
OKTV Series 2,"OKTV a children's Christian program, full of music and fun. Your children will dance, sing, laugh and learn as they join the OKTV team.",96500,31.3430787,-27.470453,153.026034,film & video,family,0,0
Traditional kimono fabric cases making project,æ—¥æœ¬å„åœ°ã§ç¶™æ‰¿ã•ã‚Œã¦ããŸä¼çµ±å·¥èŠ¸ç¹”ç‰©ã‚„ã€ç¸èµ·ãŒè‰¯ã„ã¨ã•ã‚Œã‚‹å°ç´‹æŸ„ãªã©ã‚’ç¹”ã‚Šä¸Šã’ãŸç¹”ç‰©ãªã©ã‚’ãƒªãƒ¡ãƒ¼ã‚¯ã—é«˜ç´šçš®é©ãƒ¬ã‚¶ãƒ¼ã¨çµ„ã¿åˆã‚ã›ãŸãƒ¡ãƒ¢ãƒªã‚¢ãƒ«ãªã‚¹ãƒžãƒ›ã‚±ãƒ¼ã‚¹ã‚„æ§˜ã€…ãªãƒ›ãƒ«ãƒ€ãƒ¼ã‚«ãƒãƒ¼ã®å½¢ã«ã—ã¦ä¸–ç•Œå„åœ°ã®æ–¹ã€…ã«ãŠå±Šã‘ã™ã‚‹ãƒ“ã‚¸ãƒã‚¹ã‚’å±•é–‹ã—ãŸã„ã¨è€ƒãˆã¾ã™ã€‚,800000,20,33.590184,130.401689,crafts,stationery,0,0
ART IS DAILÃ‹. I AM ART. I AM DAILÃ‹,"DAILÃ‹ is a luxurious fashion-art brand that turns each garment into a work of Art, visualising the confession behind the seasons.",8000,45,51.507218,-0.127586,fashion,couture,0,0
Alles Mafia oder was?,Buch Integration und Probleme der Gesellschaft,60000,60,47.136778,7.246791,publishing,translations,0,0
Tinker Creations,I have always loved creating homemade items for everyone to enjoy. Help me to get the word out. let me create for you.,400,30,42.590913,-73.701786,crafts,crochet,0,0
Tight Wool Sweater Records,"Tight Wool Sweater will be a recording studio/label for Salt Lake based punk, hardcore, & emo bands.",7500,45.04166667,40.760779,-111.891047,music,punk,0,0
#BecauseImPetty Comedy Tour,Trying to take these jokes on the road and bring laughter to the masses,1000,30,38.627003,-90.199404,comics,events,0,0
Iron Nation Dance,I want kids to be able to open up and be themselves. Dance is an amazing way to get kids out of their shell and into the arts.,10000,60,34.233287,-116.055588,dance,workshops,0,0
"""The Prelube Experience"" - an Erotic Comic Prequel",A mature love story that grows with the socio-political absurdity of our times,2000,23.79513889,40.743991,-74.032363,comics,graphic novels,0,0
Hawaiian Cuban Music Tour,I want to take the Cuban music maestro Tito Gonzalez Y Su Son De Cuba on tour to the Hawaiians Islands.,30000,30,37.774929,-122.419415,music,latin,0,0
Confessions of a Melbourne Commuter,I'm publishing a book about interesting and weird things I see and hear everyday on Melbourne public trains and trams.,1000,30,-37.813628,144.963058,publishing,literary journals,0,0
Duct Tape Shenanigans,Duct Tape Shenanigans is a one-woman display of skilled duct tape crafting. Looking to expand to bigger and better things!,5000,30,38.547133,-122.81638,art,textiles,0,0
Open Source Cinematic Motion Control,We are finalizing our open hardware MoCo Rig as well as launching an online community for people to learn and share ideas.,15000,30,47.606209,-122.332071,technology,camera equipment,0,0
Three Parts. Two Partners. One Team.,The photography art calendar 2019 combines what I love: working  dogs and IPO sport in fantastic photos and lyrical quotes.,4600,30,52.753728,13.236681,photography,animals,0,0
Quilts honoring local Veterans.,I am organized and dedicated to making quilts to be hung in State Houses honoring our Vets. MA to be the first in series.,500,30,41.889267,-71.330054,crafts,quilts,0,0
Motherhood Community and Podcast,The Sinking Mothership is a motherhood podcast and support system for all mothers. We discuss the struggles and triumphs of Motherhood.,4000,30,43.255721,-79.871102,publishing,comedy,0,0
Oil! Fundraising Page,We're a group of student theatre makers raising funds to take our show 'Oil!' up to the Edinburgh Fringe. Please give what you can!,1200,60,55.953252,-3.188267,theater,comedy,0,0
Street pet fashion - Danie's Fashion,The Danieâ€™s Fashion is a brand of four friends. Four friends who loves animals and of course Danie doggie.,5000,30,53.389991,-3.023009,fashion,pet fashion,0,0
De BerÃ¡n Artistic Ceramics,Enhancing the artistic and cultural wine pottery heritage from O Ribeiro,3500,52.9640162,42.29855,-8.177564,crafts,pottery,0,0
Author Factory: A Writing Oasis for Diverse Writers,"A writing retreat, networking, educational, and publishing resource for diverse and inclusive writers",30000,28.55959491,39.099727,-94.578567,publishing,literary spaces,0,0
Garnier Ghost Plushies,Plushies / plush toys and stickers inspired by classic horror literature.,4500,25,53.469697,-1.325968,design,toys,0,0
MoRUGcan 2,"100% Handmade, one of a king rugs, and more!",500,30,29.693392,-9.732157,crafts,weaving,0,0
Lotus Playing Cards,"An elegant deck of playing cards that is designed for Magic, Cardistry, Games, and more.",6300,23.78440972,38.789217,-90.322614,games,playing cards,0,0
INJURIES Parody = ANIMATION - Music Video by Kennie T.,Animated Music Video - Kennie T.  Comedy   INJURIES Parody 1:40 second video,2200,30,34.052234,-118.243685,music,comedy,0,0
LOVE NOT HATE WRISTBAND PROJECT,"Wristband swag created so people to have fun, creative and practical ways to change and grow stronger, equitable and loving communities",5000,60,47.606209,-122.332071,art,social practice,0,0
Meikai. Ein Kalender fÃ¼r die Organisation des Weniger,"Wenn wir unseren Alltag einfach und klar gestalten mÃ¶chten, brauchen wir einfache und klar gestaltete Werkzeuge. www.kalendermeikai.com",3500,40.18300926,47.269212,11.404102,design,typography,0,0
Cam's: Jeans with thigh and leg opening sizes!,"Better fit equals better style, the perfect fit for big or small legs. Select a thigh size and a leg opening size.",15000,30,42.99564,-71.454789,fashion,apparel,0,0
Das lustige FuÃŸball Handbuch / The funny soccer handbook,"FÃ¼r echte FuÃŸballfans und solche, die es nie werden wollen! / For real soccer fans and those who never want to be!",2600,29.95833333,52.965428,11.584737,publishing,letterpress,0,0
"Pole dance, aerial & yoga studio","Looking to set up a pole dance, yoga and aerial school for those who want to keep fit but have fun at the same time!",20000,30,51.507218,-0.127586,dance,residencies,0,0
10th Anniversary CD and mobile phone project.,10th Anniversary  and mobile phone payment project,172798,30,35.6804,139.769017,music,chiptune,0,0
"Dog, Pony, Elephant, or Ass? A CoM project.","Which would you elect?  A dog, pony, elephant, or ass?  Pick an animal, get a postcard!  (Or a ring, if you want!)",2500,30.04166667,36.162664,-86.781602,theater,experimental,0,0
Music Classes for Financially Limited Children,"Teaching children to understand music, be active, and have fun; while developing coordination, knowledge, and rhythm!",1000,30,38.41925,-82.445154,music,kids,0,0
Street Artists - Why We Do It...,Road trip from coast to coast of the US looking for artists who are giving away their craft for free on the streets n expose em online,7000,20,34.052234,-118.243685,art,video art,0,0
"MURDER, Volume 1","A limited edition, short-form, small-scale comic collection.",61,7,51.584151,-2.997664,comics,comic books,1,7.000011574
Hot & Dangerous season II,Hot and Dangerous is a line of amazing women miniatures wearing uniforms of the most iconic military units.,10000,18,52.229676,21.012229,games,tabletop games,1,18
Cat Code: An Hybrid 1st-3rd Person Survival Horror Videogame,Cat Code is an Hybrid 3rd-1st Person Survival Horror taking place in the Late 90's for PC and Console.,1990,30,19.432608,-99.133208,games,video games,1,30
Corset Cutting & Making (1924): The Annotated Edition,"19 unique corset pattern drafts, dating 1900-1922, with background research, historical context, and tested patterns.",12000,21,47.978985,-122.202079,publishing,nonfiction,1,21.00002315
Ophelia,"A Sci-fi thriller short titled ""Ophelia"" directed by Danny Machado.",10,20,41.256537,-95.934503,film & video,shorts,1,20.00001157
Sail With Kings - Record first album/across Canada tour,"We are in the middle of recording our first CD and planning our first tour together, and we need your help to make it all possible!",2000,30,49.282729,-123.120738,music,country & folk,1,30
Back from the Dead: Enamel Pin + Merch Line,"An alternative, fan-made line of enamel pins and merch to celebrate the Return of an iconic band.",3000,31.08344907,40.789142,-73.134961,fashion,accessories,1,31.08344907
Coral Reef Cuties,Enamel Pins,800,29.95833333,33.77005,-118.19374,art,illustration,1,29.95833333
THE LIEGNITZ PLOT - a Holocaust mystery,"Documentary of a search for valuable stamps stolen from Jews in WW2, hidden by a Nazi officer.  Pledges now matched dollar-for-dollar.",61500,39,34.052234,-118.243685,film & video,documentary,1,39
Crass Fed Kids and Shakes the Cow Return With TWO New Books!,CFK returns with TWO new children's books! Shakes the Cow and the Bear From AUNT go racing in their latest adventures!,2500,29.95833333,38.78928,-77.187204,publishing,children's books,1,29.95834491
"CTAX: Lightweight, 4-in-1 Multi-Tool For Rescue & Camping","A serious multi-tool for campers, preppers and first responders: Axe | Hammer | Pry Bar | Gas-Valve Wrench",3000,40.04166667,32.715738,-117.161084,design,product design,1,40.04167824
NOT THE EXPLORER - a debut EP by Dora Palmer,NOTTHEEXPLORER is an EP album of songs Dora Palmer has been writing since she was 10.,3500,60.04166667,34.052234,-118.243685,music,indie rock,1,60.04175926
Hidden Hospitals - Kickstart our first full-length album,"After self releasing two EP's, Hidden Hospitals is heading back to the studio to record their first full length album.",11500,27.04722222,41.878114,-87.629798,music,rock,1,27.04722222
The Glory Days of AimÃ©e Bonnard - A Historical Novel,The Glory Days of AimÃ©e Bonnard is a historical novel set in Galveston.,3000,30,29.760427,-95.369803,publishing,fiction,1,30
Ento Wreaths (Holiday themed wreaths with real insects),Insects: the most abundant and intriguing organisms on Earth. May be seen as pests but are works of art that I will add to wreaths.,500,30,29.424122,-98.493628,crafts,taxidermy,1,30
Depraved: an eight part mini series,"a post-apocalyptic, thriller based around two mens' will to survive after the total breakdown of society",1500,30,37.27528,-107.880067,film & video,drama,0,0
My thoughts and I : excerpts of an urban soldier,"This book tells about pleasure and pain, trials, tribulation and triumph in poetry form! Everyone will be able to relate !!!",5000,45,41.676355,-86.25199,publishing,poetry,0,0
Miko Dulalia: Inspiring The Next Generation,A YouTube channel w/ a weekly vlog and multiple mini-series'/A website showcasing photography & photography business/A weekly podcast,60000,30.04166667,34.063344,-117.650888,art,mixed media,0,0
Plug and Play dancing christmas lights,Plug in and have fun. Have your Christmas lights dance to music without having to engineer or program anything.,5250,30.04166667,42.48059,-83.475491,technology,diy electronics,0,0
One Unit,Nintendo is breaking our community apart. We need to stand up for ourselves and make sure all Smash Bros. titles are represented.,45000,29.95833333,37.774929,-122.419415,games,live games,0,0
Birdload.com Premiumlink-Generator,Keine Lust mehr auf Premium-Accounts oder lange Wartezeiten und miserable Downloadraten? Dann probiere jetzt Birdload aus!,1000,60.04166667,48.135125,11.581981,technology,web,0,0
Sea Dweller - Dive Inspired/Sport Watch at affordable price.,A superior sport/dive watch with no compromises in materials without breaking the bank.,500,30.04166667,47.606209,-122.332071,technology,wearables,0,0
The Dooty Brush Project,A sparkling clean toilet just got easier!,50000,30,44.052069,-123.086754,technology,gadgets,0,0
TrÃ¤um Weiter (Dream on),"Kurzfilmprojekt - Wird sie ihren Traum wahr machen kÃ¶nnen oder wird sie ihn, wie so viele vor ihr, fÃ¼r immer begraben?",21000,20,52.520007,13.404954,film & video,narrative film,0,0
Eco-socks and heritage crafts,"A proposal to educate the public on issues of ethical fashion, crafts, and to supply them with cosy, eco-friendly, hand knitted socks",2800,60,50.81787,-0.372882,crafts,knitting,0,0
"Girlz Who Dare 2 Dream ""2""",Do you Dare 2 Dream? GWD2D is a non-profit afterschool/summer enrichment performing arts program for underprivileged girls 8-13.,5000,30,37.377094,-77.504986,art,performance art,0,0
My paintings are about female beauty,My art is a convention on female beauty and the existence of beautiful things in an otherwise empty and boring universe.,300,32.95833333,40.848156,-73.997639,art,painting,0,0
Cosy Austrian hotel: let Sonne shine,create beautifull rooms in cosy Austrian style,100000,60.04166667,47.308851,10.490203,design,architecture,0,0
VSR Creativity that sticks,The shoe has an outer layer of Velcro. Why? Because it looks cool and you can have a lot of fun sticking all kinds of things to it.,36000,30.04166667,51.92442,4.477733,fashion,footwear,0,0
Those That Fly,"Having lived her whole life in the midst of a civil war, 11 year old Leyla dreams of being a pilot so she may fly her family to safety.",600,29.95833333,40.712775,-74.005973,theater,plays,0,0
Hideous Monolith: Chtulhu Interpretations vinyl LP,Hideous Monolith is an improvised sciÂ­-fi jazz record that serves as an audio/visual companion to HP Lovecraft's Cthulhu mythos.,5995,30,41.256537,-95.934503,music,jazz,0,0
Media Goes - West Coast Adventure Webseries,Media Goes is a collaboration of two successful media companies going forces to create an amazing North American adventure web series.,5000,47,49.282729,-123.120738,film & video,webseries,0,0
Los Maratones del Mundo,Tengo el deseo de correr y documentar a travÃ©s de Videoblogs todo lo relacionado a maratones que se llevan a cabo al rededor del mundo.,80000,51.55328704,30.840634,-115.283759,journalism,video,0,0
Writing A Book ''Chasing Fenn Finding Jones'',"A true story about my adventure treasure hunting for a 1000 year old bronze chest filled with gold, emeralds, diamonds and jewelry.",5000,30,35.686975,-105.937799,journalism,print,0,0
Ecce Homo: Behold man. An exploration into Sacred Sexuality,"An exploration in unexplored/controversial themes; to confront, to expound, to proffer and to create a renewed understanding of faith",4000,30,-36.887126,174.747511,art,installations,0,0
Stockham Hollow - Organic Tummy Loveâ„¢,"Offer non GMO jams & jellies free of pesticides & chemical fertilizers.  Help fund CNG certification, add plants, & farm market fees.",27500,30,41.183888,-96.031127,food,farmer's markets,0,0
On Wandering,My family and I will be documenting the experience of starting our life as digital nomads.,500,30,38.627003,-90.199404,journalism,web,0,0
App Progress,Una APP que conectara a profesores y alumnos en la toma de clases presenciales o en linea de diversas categorÃ­as de enseÃ±anza,150000,30,19.496873,-99.723267,technology,apps,0,0
The Contract (a thriller short film),A short film following a Hitman being brought to his breaking point who targets one of his former clients who has pushed him too far.,720,30,35.385924,-94.398547,film & video,thrillers,0,0
"Continuum, The Digital Garden Experience Live","A space time experience that takes the listener through sonic, rhythmic, and stylistic adventures. Adv computer tools will be used",9000,30,42.658366,-83.149932,music,faith,0,0
Furry Faces of Gold - A Collection of Pet Photos,A collection of pet photos taken by Adam Goldberg of AGoldPhoto Pet Photography.,4000,44.95833333,27.950575,-82.457178,publishing,art books,0,0
"XY Dance Project presents ""REVOLT""","All donations go towards financing the show""REVOLT""on Sunday, March 18th.XY Dance Project strives to reveal humanity of all individuals",4000,39.30788194,40.853988,-74.829055,dance,performances,0,0
Sugarcanedrinks,"Delicious and healthy juice perfect to fill your daily needs thanks to its high nutritional value, nothing added, 100% natural.",35000,31,45.438384,10.991622,food,drinks,0,0
Vegan Restaurant and Cafe - like no others,New vegan restaurant with delicious dishes and desserts. We want to show people that vegan is not only salad - It is sooo more!,100000,20,59.913869,10.752245,food,vegan,0,0
Order of the Environmental Engineer Bentwood Wooden Rings,"Break tradition with an engineer's ring made from more earthy mediums such as bent wood inlaid with sand, minerals, or other woods.",2500,30.04166667,43.156578,-77.608846,crafts,woodworking,0,0
Commercial Grade LED Grow Lights for the Modern Grower,"Upgradable, Customizable & Expandable - High Performance LED Grow Light Arrays",2500,30.04166667,26.318412,-80.099766,technology,hardware,0,0
National Basketball Insider TV catrell.maclin9.wix.com/nbitv,FULL ACCESS to the NBA; Correspondents will cover games in their designated cities for 2014-2015 Season then ended with documentary.,4240,31,35.149534,-90.04898,film & video,television,0,0
Magic Trick,"""Magic Trick"" Ã¨ una web-series che prende spunto dal mondo magico di Harry Potter trasportandolo nel contesto italiano di Firenze.",30000,60,43.76956,11.255814,film & video,fantasy,0,0
Crop Circles & Coffee Rings Webcomic Sketchbook Volume One,Crop Circles & Coffee Rings Sketchbook.  First collection of sketches and story boards including concepts and strips from the webcomic.,1300,15.04166667,40.514203,-88.990631,comics,webcomics,0,0
HEERO. Monitor & turn power off/on to any electrical device!,"The solution for monitoring & cutting power to any electrical device including 3D printers, lights & more.",97000,45,-27.470453,153.026034,technology,3d printing,0,0
Opensource hybrid manned quadrotor,"We are building a manned, hybrid quadrotor. P.s. We've got cookies.",120000,37.99873843,44.389356,-79.690332,technology,flight,0,0
Little Death - The Virtual Reality Series,"An immersive series for VR. From limbo, you watch as your family's lives crumble. Can you get back to the living in time to save them?",13224,30.04166667,43.653226,-79.383184,film & video,experimental,0,0
The Wicked New Englander,I would like to bring the taste of New England's Seafood on a ride Nationwide from Coast to Coast like Eggs and Toast. Buckle Up,50000,59.95833333,42.360082,-71.05888,food,food trucks,0,0
The After Graduation Plan Workbook,A workbook for high school seniors and recent graduates to help them plan for a career after high school.,1500,5.046770833,38.907192,-77.036871,publishing,young adult,0,0
Photograph my Sister-in-laws Indian Wedding,I want to photograph my sister in laws wedding,20000,30,28.256327,76.60831,photography,people,0,0
Help an artist create an online market to sell his work.,I want to create a professional and highly optimized e-commerce website to sell to the Metaphysical and Hospitality FF&E markets.,7500,30,39.739236,-104.990251,photography,fine art,0,0
Caribbean Cafe,An ethnic Caribbean restaurant in New Orleans that will be catering towards the general public and to college students.,60000,29.94194444,29.951066,-90.071532,food,restaurants,0,0
MindCraft - Transforms photos to block and lego scenes.,A camera app for Minecraft and Lego fans. Built in camera filters and image editor instantly turns photos into block and lego scenes.,8000,60.04166667,40.712775,-74.005973,art,digital art,0,0
JelloBoyz,Once upon a Jelly Flower,550,18,51.430921,-0.09365,food,small batch,0,0
Rwristology,You can look and feel amazing and most of all have extremely well designed and luxurious timepiece on your wrist.,12400,29.20868056,36.162664,-86.781602,fashion,jewelry,0,0
BassicK Elements SXSW Showcase 2013,"Unofficial EDM showcase in Austin, TX for SXSW 2013 at Karma Lounge on 3/11/13 during Interactive & Film & the day before Music begins.",20000,45,30.267153,-97.743061,music,electronic music,0,0
Music Is My Language Self Empowerment School Tour,"Music Is My Language is a Live Musical Tour that goes into Elementary, Middle and High Schools spreading an Anti Bullying message.",15000,60,34.052234,-118.243685,music,pop,0,0
Revista Linea,Revista de ilustraciÃ³n.,60000,29.80443287,21.131697,-101.682784,publishing,periodicals,0,0
Passports4Change: Gxrls of Color Dreaming&Making Possibility,"Gxrls of color exploring the themes of liberation, creativity, vision-making, solidarity-building,  and possibility through travel.",5000,45.02083333,-26.204103,28.047305,photography,places,0,0
Game of Thrones. For Seniors!,A festival of binge watching and explaining what's happening on Game of Thrones with senior citizens.,150,30,39.952584,-75.165222,film & video,festivals,0,0
"10.5"" Handmade Establishment State Clocks - Home Wall Decor","10.5"" Handmade Masonite Clocks. Each clock was printed & designed by me. High quality prints from a laser printer on the clock surface.",500,30,34.210389,-77.886812,design,graphic design,0,0
Extension Framework: The Browser Extension Framework,"Build one browser extension that runs on Chrome, Safari, and Opera.",5000,43.07949074,40.718712,-74.569324,technology,software,0,0
Preservation of Native American Elders Songs and Stories,To record and preserve Native American Song and Story from Elders. 50 years in the future these songs will still be heard by the youth.,15000,29.95663194,49.767042,-94.489392,music,world music,0,0
OLIVE AND MOCHA: LATCHKEY KIDS,"""Olive and Mocha"" is an irreverent comedy about a goody-goody and a bad seed who are magnets for mischief in the 80s.",20000,38.4125463,34.052234,-118.243685,film & video,comedy,0,0
YalieTalk Podcast,Two students from Yale University talk about all things college life.,1000,50,41.308274,-72.927883,journalism,audio,0,0
Honoring Our Nation's Veterans Through Art,"Creating art through tintype photographs of our military Veterans and displaying them in the Carnegie Arts Center in Leavenworth, KS",9850,30,39.311111,-94.922464,art,conceptual art,0,0
Lauren Paige Love Knots - let the prints lace you up.,Love Knot is a capsule collection based on exceeded prints and technical fabrics that came directly from the world of sport.,1000,35,45.464204,9.189982,fashion,ready-to-wear,0,0
Clowns vs Vikings: The Movie,2016 has given rise to worse ideas but you get to be a part of this one in an intimate way.,2000,30,39.961176,-82.998794,film & video,action,0,0
Streets Project,"A New Kind of Musical, that uses a cross art form approach to tell the story of a group of young people embroiled in the 2011 riots.",3000,30,51.507218,-0.127586,theater,musical,0,0
fb.com/guterEmpfang/,Ddehns ist in Deutschlands erstes Digital-Lifestyle Magazin unter der Regie von echten VerkÃ¤ufern fÃ¼r echte VerkÃ¤ufer.,15000,60,52.965428,11.584737,publishing,zines,0,0
Life of a Nomad - Hear About the Lives of Vagabonds,"Life of a Nomad is a project that will document the lives of travelers, nomads, and vagabonds.",300,19,40.793395,-77.860001,journalism,photo,0,0
Clemson MBAe Challenge Coin,"Design and mint commemorative ""challenge coins"" as meaningful keepsakes for Clemson MBAe students and our mentors.",460,30,34.852618,-82.39401,crafts,printing,0,0
The Yard: Muskegon's Newest Outdoor Music Venue,"The newest (only?) outdoor music venue in Muskegon, Built to host Yardapalooza and similar events throughout the summer months!",13000,30,43.234181,-86.248392,theater,spaces,0,0
Fried Bacon Creations,For all the people who have never had deep fried bacon. I'd love to spread the awareness of this delicious treat. #newamericanway,5000,13.95833333,32.448736,-99.733144,food,bacon,0,0
LUNATIC,A poverty stricken town is taken off guard by a lunatic in a frog mask crushing people in a stolen garbage truck.,250000,30,43.653226,-79.383184,film & video,horror,0,0
Chernobyl Video Installation Post-production,A video installation documenting the abandoned city of Prypiat and the wildlife in the Chernobyl nuclear power plant exclusion zone. ,5000,60.04166667,34.052234,-118.243685,art,sculpture,0,0
The Wild Life,"Mr. Nice Guy productions is putting together a new Animated series aimed for Adults, ""The Wild Life""--- College can be a real Zoo...",1000,30,40.789142,-73.134961,film & video,animation,0,0
See Matthew Primous' First Performance in NYC at COAST2COAST,Matthew Primous is selected to performed in NYC at the Coast 2 Coast Mixtapes Live and he has about 40 tickets.,400,30,43.156578,-77.608846,music,r&b,0,0
Art Toy Interaction With Children,Own your unique mini lion dance head to be home decoration,40000,40.04166667,22.258759,114.19107,crafts,diy,0,0
Mystery of the disco Mellon ball. a mural,I created this vivid mural in downtown saint Petersburg fl . And all it needs is a little funding so I can call it success!,3000,28.56247685,27.767601,-82.640291,art,public art,0,0
Creative indie art music video in Amsterdam,My songs make people feel good. I only need one music video to share my music with the world and make the world a little bit happier.,906,29.95833333,52.367573,4.904139,film & video,music videos,0,0
Educational App for Baby Speech and Language,"App designed to help toddlers w/ 1st 100+ words, speech delay; by parents custom face/voice avatars. A must for teen parents.",7800,30.04166667,47.606209,-122.332071,design,interactive design,0,0
Boost: High Quality Digital Earphones with DAC and Amplifier,"With a high quality built-in DAC, use the digital signal from the Lightning connector on iPhones or USB on Android for better sound.",50000,30,49.282729,-123.120738,technology,sound,0,0
Melinda's Catering,"More than just a catering business. Open seven days a week, homemade dishes, breakfasts, lunches, dinners, free delivery, great prices.",10000,30,55.945287,-4.564554,food,spaces,0,0
Berry's Budget Board,"When short of cash, we still love to eat good food. I want to write a book and teach classes to eat for a full week for under Â£10!",7500,30,51.507218,-0.127586,food,cookbooks,0,0
Any-Length,The patented Any-Length tool enables you to get into hard to reach areas.  Funding is required for manufacturing & distribution.,145000,49.95833333,64.837778,-147.716389,technology,fabrication tools,0,0
I Met God in Hell Movie,Movie Filming for the book 'I Met God in Hell' BROADSTREET Publishing,1000,30.00267361,34.090009,-118.361744,film & video,movie theaters,0,0
The #HelloDonald Protest Hand,A small gesture to welcome Donald Trump to the UK.,5000,20,51.507218,-0.127586,design,civic design,0,0
"Autonomous, Wearable Robotic Legs",The main purpose of the exoskeleton is to provide people with the ability to walk without any kind of help from other outside sources.,3500,30,25.76168,-80.19179,technology,robots,0,0
Petrified Forest National Park Residency,I have been selected to be an Artist in Residence at Petrified Forest National Park. I am selling some pottery to raise funds.,700,38.82048611,46.872128,-113.994031,art,ceramics,0,0
House of Waxy Wicks,"Beautiful handmade environmentally friendly candles,  made by me.",1484,30,51.785936,-1.485054,crafts,candles,0,0
The Warm Up Jacket,It's been a rough year and I got my back against the wall financially and mentally to be honest I am looking for a break oh I rap,1500,24.89409722,33.435339,-112.357657,music,hip-hop,0,0
Harvest Clicker,A little game created by one person in Unity. Not the best graphics yet but will come later. Click and harvest your points to uppgrade.,500,30,34.543421,-84.641877,games,mobile games,0,0
Knights of the Round Pot Sykesville Chili Cook Off,Help the Knights continue their quest to slay the competition for another chili cook off victory at the Sykesville Chili Cook Off,100,12,39.373715,-76.967757,food,events,0,0
PODCAST Y ESTUDIO EL ARTE DE APRENDER,"El proyecto tiene el objetivo de adquirir nuevo equipo para el podcast, para brindar un contenido de calidad para todos los oyentes.",15000,44.95833333,19.70595,-101.194982,publishing,radio & podcasts,0,0
Pasture raised eggs. Organic heirloom fruits and vegetables,Starting a natural farm. Pasture raised eggs. Growing organic heirloom fruits and vegetables. Will keep them affordable for everyone.,30000,29.95833333,30.695366,-88.039891,food,farms,0,0
Abysm,"From The Mystic Realm Of Human Emotions And Memories, One Can Take That Wishful Dream And Give It A Dimension Of Its Own.",50000,31.92552083,40.712775,-74.005973,film & video,science fiction,0,0
Rollergirls,The awesome girls of Roller Derby. Portraits of some of the fantastic athletes that make up wftda: Women's Flat Track Derby!!,15000,30,43.255721,-79.871102,photography,photobooks,0,0
Offshore,"Artsongs created by the poet Bettina Bachman, lyricist, and myself, piano and vocal.  Transcendence is the theme.",5000,29.9943287,38.958631,-77.357003,music,classical music,0,0
Kingstons Baby Kisses - In Honor Of Premature Babies,"Fashionable, unique, handmade baby clothing inspired by my son and made for the support of premature babies and their families",2000,42.94826389,27.336435,-82.530653,fashion,childrenswear,0,0
Megalomatic debut album,"Glasgow based band who are on their way up in the local music scene in scotland, handing out free eargasms.",400,43.61236111,55.864237,-4.251806,music,metal,0,0
"eTree, for those who come to take shelter in the shade","eTree is a tree made by solar panels which provides a place of comfort and energy for a variety of services : free WiFi, water,...",80000,60.04166667,48.856614,2.352222,technology,makerspaces,0,0
Peaceful moment - little photo album to mum and all backers,"A little album for my mother, who refuses to go out and travel around. I would like to create a very natural filter free album captured",1000,5,22.258759,114.19107,photography,nature,0,0
Developing Media & Content for Teachers to Learn & Thrive,Creating an online platform where lesson plans and professional developments can be utilized  by teachers to enhance upon their craft,3500,30,32.776664,-96.796988,publishing,academic,0,0
PlowBox | seasonal garden projects for the whole family!,We make it easy for you to grow an organic garden. Subscribers get boxes packed with new gardening projects every three months.,25000,45,38.356577,-121.987744,food,community gardens,0,0
Fight for the Fal Dare Fey,"This is for an Amtgard Event in Carson City, NV, the event is a quest meant to improve public image and generate awareness of our park.",500,38.58247685,39.163798,-119.767403,theater,festivals,0,0
Propulsion without reaction mass ejection,A  PNN revolutionary propulsion system that scraps missiles,3500000,34.95664352,41.902783,12.496365,technology,space exploration,0,0
TimberCADE Complete Desktop Arcade and Retro Gaming System,"TimberCADE is a 1/3 scale full featured arcade with full size, authentic controls designed to sit on a counter or desktop.",5170,30,34.815091,-92.224315,games,gaming hardware,0,0
Stories of Sexual Abuse: A compilation book of & for healing,Help me create a book compiled of creative works for and by survivors of sexual abuse. Reduce the shame culture and facilitate healing!,7500,46.14152778,39.613321,-105.01665,publishing,anthologies,0,0
MEXICRAFTS,TECNICAS ANCESTRALES APLICADAS EN TEXTIL (ARTE DE ORIGEN),291100,30,30.840634,-115.283759,crafts,embroidery,0,0
#MidwestUnified,A group of artists from the region creating stories within their comic universes creating unity in the culture of comics.,550,60,39.103118,-84.51202,comics,anthologies,0,0
